movie_title,domestic_gross,total_gross,budget,runtime_minutes,genres,rating,imd_url,director,producers,cinematographer,distributor
Boiler Room,16970581,28780255,7000000.0,,Crime,R,https://pro.imdb.com/title/tt0181984?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ben Younger,Jennifer Todd,Enrique Chediak,New Line Cinema
Billy Elliot,21995263,109280263,5000000.0,110.0,Drama,R,https://pro.imdb.com/title/tt0249462?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Daldry,Greg Brenman,Brian Tufano,Focus Features
Lost Souls,16815253,31355910,50000000.0,97.0,Drama,R,https://pro.imdb.com/title/tt0160484?ref_=mojo_rl_summary&rf=mojo_rl_summary,Janusz Kaminski,Meg Ryan,Mauro Fiore,New Line Cinema
Eye of the Beholder,16500786,17589705,35000000.0,109.0,Drama,R,https://pro.imdb.com/title/tt0120662?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephan Elliott,Nicolas Clermont,Guy Dufaux,Destination Films
Thomas and the Magic Railroad,15933506,19748009,,85.0,Adventure,,https://pro.imdb.com/title/tt0205461?ref_=mojo_rl_summary&rf=mojo_rl_summary,Britt Allcroft,Britt Allcroft,Paul Ryan,Destination Films
Loser,15618626,18404706,20000000.0,98.0,Comedy,PG-13,https://pro.imdb.com/title/tt0217630?ref_=mojo_rl_summary&rf=mojo_rl_summary,Amy Heckerling,Twink Caplan,Rob Hahn,Sony Pictures Entertainment (SPE)
Drowning Mona,15506764,15906764,37000000.0,96.0,Comedy,PG-13,https://pro.imdb.com/title/tt0186045?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nick Gomez,Al Corley,Bruce Douglas Johnson,Destination Films
Bait,15325127,15471969,51000000.0,119.0,Action,R,https://pro.imdb.com/title/tt0211938?ref_=mojo_rl_summary&rf=mojo_rl_summary,Antoine Fuqua,Sean Ryerson,Tobias A. Schliessler,Warner Bros.
American Psycho,15070285,34266564,7000000.0,101.0,Comedy,R,https://pro.imdb.com/title/tt0144084?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mary Harron,Christian Halsey Solomon,Andrzej Sekula,Lionsgate
Get Carter,14967182,19412993,63600000.0,102.0,Action,R,https://pro.imdb.com/title/tt0208988?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Kay,Mark Canton,Mauro Fiore,Warner Bros.
The Next Best Thing,14990582,24362772,25000000.0,108.0,Comedy,PG-13,https://pro.imdb.com/title/tt0156841?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Schlesinger,Leslie Dixon,Elliot Davis,Paramount Pictures
Man on the Moon,34607430,47434430,82000000.0,118.0,Biography,R,https://pro.imdb.com/title/tt0125664?ref_=mojo_rl_summary&rf=mojo_rl_summary,Milos Forman,Danny DeVito,Anastas N. Michos,Universal Pictures
Snow Falling on Cedars,14417593,23049593,35000000.0,127.0,Drama,PG-13,https://pro.imdb.com/title/tt0120834?ref_=mojo_rl_summary&rf=mojo_rl_summary,Scott Hicks,Ronald Bass,Robert Richardson,Universal Pictures
Michael Jordan to the Max,18650521,21268532,,,Documentary,,https://pro.imdb.com/title/tt0245280?ref_=mojo_rl_summary&rf=mojo_rl_summary,Don Kempf,Don Kempf,John Bailey,IMAX
Supernova,14230455,14828081,90000000.0,90.0,Horror,PG-13,https://pro.imdb.com/title/tt0134983?ref_=mojo_rl_summary&rf=mojo_rl_summary,Walter Hill,Daniel Chuba,Lloyd Ahern II,Metro-Goldwyn-Mayer (MGM)
Dungeons & Dragons,15391970,33978694,45000000.0,107.0,Action,PG-13,https://pro.imdb.com/title/tt0190374?ref_=mojo_rl_summary&rf=mojo_rl_summary,Courtney Solomon,Thomas M. Hammel,Douglas Milsome,New Line Cinema
The Ladies Man,13616610,13743212,24000000.0,84.0,Comedy,,https://pro.imdb.com/title/tt0213790?ref_=mojo_rl_summary&rf=mojo_rl_summary,Reginald Hudlin,Lorne Michaels,Johnny E. Jensen,Paramount Pictures
The Little Vampire,13572400,27965865,35000000.0,95.0,Adventure,PG,https://pro.imdb.com/title/tt0192255?ref_=mojo_rl_summary&rf=mojo_rl_summary,Uli Edel,Richard Claus,Bernd Heinl,New Line Cinema
Dr. T & the Women,13113041,22844291,23000000.0,122.0,Comedy,R,https://pro.imdb.com/title/tt0205271?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert Altman,Robert Altman,Jan Kiesser,Artisan Entertainment
The Crew,13023075,13105853,38000000.0,88.0,Comedy,PG-13,https://pro.imdb.com/title/tt0198386?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Dinner,Barry Josephson,Juan Ruiz Anchía,Walt Disney Studios Motion Pictures
Highlander: Endgame,12811858,15843608,25000000.0,87.0,Action,R,https://pro.imdb.com/title/tt0144964?ref_=mojo_rl_summary&rf=mojo_rl_summary,Douglas Aarniokoski,Peter S. Davis,Douglas Milsome,Miramax
Ready to Rumble,12394327,12452362,24000000.0,107.0,Comedy,PG-13,https://pro.imdb.com/title/tt0217756?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brian Robbins,Robert F. Newmyer,Clark Mathis,Warner Bros.
"Crouching Tiger, Hidden Dragon",128078872,213525736,17000000.0,,Action,PG-13,https://pro.imdb.com/title/tt0190332?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ang Lee,Li-Kong Hsu,Peter Pau,Sony Pictures Classics
Saving Grace,12178602,26330482,10000000.0,93.0,Comedy,R,https://pro.imdb.com/title/tt0195234?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nigel Cole,Mark Crowdy,John de Borman,Fine Line Features
Here on Earth,10522168,10873148,15000000.0,96.0,Drama,PG-13,https://pro.imdb.com/title/tt0195778?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Piznarski,David T. Friendly,Michael D. O'Shea,Twentieth Century Fox
Lucky Numbers,10042516,10890222,63000000.0,105.0,Comedy,R,https://pro.imdb.com/title/tt0219952?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nora Ephron,Sean Daniel,John Lindley,Paramount Pictures
Digimon: The Movie,9631153,16643191,5000000.0,82.0,Action,PG,https://pro.imdb.com/title/tt0259974?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bob Buchholz,Terri-Lei O'Malley,Shigeru Ando,Twentieth Century Fox
Sleepy Hollow,101071502,206071502,100000000.0,105.0,Fantasy,R,https://pro.imdb.com/title/tt0162661?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tim Burton,Scott Rudin,Emmanuel Lubezki,Paramount Pictures
Whatever It Takes,8745680,9902115,32000000.0,94.0,Comedy,PG-13,https://pro.imdb.com/title/tt0202402?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Raynr,Paul Schiff,Tim Suhrstedt,Sony Pictures Entertainment (SPE)
Cirque du Soleil: Journey of Man,15627434,27538359,,,Drama,,https://pro.imdb.com/title/tt0213749?ref_=mojo_rl_summary&rf=mojo_rl_summary,Keith Melton,André Picard,Reed Smoot,Sony Pictures Classics
Play It to the Bone,8434146,8678812,24000000.0,124.0,Comedy,R,https://pro.imdb.com/title/tt0196857?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ron Shelton,Stephen Chin,Mark Vargo,Walt Disney Studios Motion Pictures
T,53354743,103960367,,,Adventure,,https://pro.imdb.com/title/tt0163862?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brett Leonard,Antoine Compin,Andrew Kitzanuk,IMAX
Galapagos,18630372,29349172,,,Documentary,,https://pro.imdb.com/title/tt0163639?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Clark,David Clark,Al Giddings,IMAX
Screwed,7027345,7201701,10000000.0,81.0,Comedy,PG-13,https://pro.imdb.com/title/tt0156323?ref_=mojo_rl_summary&rf=mojo_rl_summary,Scott Alexander,Robert Simonds,Robert Brinkmann,Universal Pictures
All the Pretty Horses,15540353,18133495,57000000.0,116.0,Drama,PG-13,https://pro.imdb.com/title/tt0149624?ref_=mojo_rl_summary&rf=mojo_rl_summary,Billy Bob Thornton,Robert Salerno,Barry Markowitz,Miramax
I Dreamed of Africa,6651522,14400327,50000000.0,114.0,Adventure,PG-13,https://pro.imdb.com/title/tt0167203?ref_=mojo_rl_summary&rf=mojo_rl_summary,Hugh Hudson,Stanley R. Jaffe,Bernard Lutic,Sony Pictures Entertainment (SPE)
All About My Mother,8272296,67872296,,101.0,Drama,R,https://pro.imdb.com/title/tt0185125?ref_=mojo_rl_summary&rf=mojo_rl_summary,Pedro Almodóvar,,Affonso Beato,Sony Pictures Classics
Sunshine,5096267,7607860,,181.0,Drama,R,https://pro.imdb.com/title/tt0145503?ref_=mojo_rl_summary&rf=mojo_rl_summary,István Szabó,Andras Hamori,Lajos Koltai,Paramount Classics
What Planet Are You From?,6291602,14145677,60000000.0,105.0,Comedy,R,https://pro.imdb.com/title/tt0181151?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Nichols,Neil A. Machlis,Michael Ballhaus,Sony Pictures Entertainment (SPE)
Croupier,6201143,7075068,,94.0,Crime,,https://pro.imdb.com/title/tt0159382?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Hodges,Jonathan Cavendish,Michael Garfath,
The Way of the Gun,6055661,13069740,8500000.0,119.0,Action,R,https://pro.imdb.com/title/tt0202677?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christopher McQuarrie,Kenneth Kokin,Dick Pope,Artisan Entertainment
Where the Money Is,5661798,7243669,28000000.0,89.0,Comedy,PG-13,https://pro.imdb.com/title/tt0149367?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marek Kanievska,Chris Dorr,Thomas Burstyn,USA Films
Black & White,5277299,5541431,12000000.0,98.0,Crime,R,https://pro.imdb.com/title/tt0165643?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Toback,Daniel Bigel,David M. Ferrara,Sony Pictures Entertainment (SPE)
Gossip,5108820,12591270,24000000.0,90.0,Drama,R,https://pro.imdb.com/title/tt0176783?ref_=mojo_rl_summary&rf=mojo_rl_summary,Davis Guggenheim,Robert F. Newmyer,Andrzej Bartkowiak,Warner Bros.
Woman on Top,5020111,10194274,8000000.0,92.0,Comedy,R,https://pro.imdb.com/title/tt0206420?ref_=mojo_rl_summary&rf=mojo_rl_summary,Fina Torres,Alan Poul,Thierry Arbogast,Fox Searchlight Pictures
End of Days,66889043,211989043,100000000.0,122.0,Action,R,https://pro.imdb.com/title/tt0146675?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter Hyams,Armyan Bernstein,Peter Hyams,Universal Pictures
Being John Malkovich,22863596,23106667,13000000.0,113.0,Comedy,R,https://pro.imdb.com/title/tt0120601?ref_=mojo_rl_summary&rf=mojo_rl_summary,Spike Jonze,Steve Golin,Lance Acord,USA Films
The Virgin Suicides,4906229,10409377,9000000.0,97.0,Drama,R,https://pro.imdb.com/title/tt0159097?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sofia Coppola,Francis Ford Coppola,Edward Lachman,Paramount Classics
Duets,4739023,6620242,21000000.0,112.0,Comedy,R,https://pro.imdb.com/title/tt0134630?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bruce Paltrow,John Byrum,Paul Sarossy,Walt Disney Studios Motion Pictures
The Tao of Steve,4342203,4406030,,87.0,Comedy,R,https://pro.imdb.com/title/tt0234853?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jenniphr Goodman,Anthony Bregman,Teodoro Maniaci,Sony Pictures Classics
Dancer in the Dark,4184036,40031879,,140.0,Crime,R,https://pro.imdb.com/title/tt0168629?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lars von Trier,Vibeke Windeløv,Robby Müller,Fine Line Features
Whipped,4159986,4775009,3000000.0,82.0,Comedy,R,https://pro.imdb.com/title/tt0174336?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter M. Cohen,Peter M. Cohen,Peter B. Kowalski,Destination Films
Finding Forrester,51804714,80049764,,136.0,Drama,PG-13,https://pro.imdb.com/title/tt0181536?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gus Van Sant,Sean Connery,Harris Savides,Sony Pictures Entertainment (SPE)
You Can Count on Me,9416804,11242521,,111.0,Drama,R,https://pro.imdb.com/title/tt0203230?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kenneth Lonergan,Barbara De Fina,Stephen Kazmierski,Paramount Classics
CyberWorld,11253900,16653900,,,Animation,,https://pro.imdb.com/title/tt0233508?ref_=mojo_rl_summary&rf=mojo_rl_summary,Colin Davies,Steven Hoban,,IMAX
Chocolat,71509363,152699946,25000000.0,121.0,Drama,PG-13,https://pro.imdb.com/title/tt0241303?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lasse Hallström,David Brown,Roger Pratt,Miramax
Extreme,12475172,16653175,,,Documentary,,https://pro.imdb.com/title/tt0193925?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jon Long,Neils De Jong,William Reeve,IMAX
Price of Glory,3440228,3548556,18000000.0,118.0,Drama,PG-13,https://pro.imdb.com/title/tt0188160?ref_=mojo_rl_summary&rf=mojo_rl_summary,Carlos Avila,Moctesuma Esparza,Affonso Beato,New Line Cinema
Sweet and Lowdown,4197015,4525794,,95.0,Comedy,PG-13,https://pro.imdb.com/title/tt0158371?ref_=mojo_rl_summary&rf=mojo_rl_summary,Woody Allen,Jean Doumanian,Fei Zhao,Sony Pictures Classics
Ghost Dog: The Way of the Samurai,3308029,9380473,,116.0,Action,R,https://pro.imdb.com/title/tt0165798?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jim Jarmusch,Richard Guay,Robby Müller,Artisan Entertainment
The Big Kahuna,3165544,3728888,7000000.0,90.0,Comedy,R,https://pro.imdb.com/title/tt0189584?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Swanbeck,Elie Samaha,Anastas N. Michos,Lionsgate
Beautiful,3157348,3169930,14000000.0,112.0,Comedy,PG-13,https://pro.imdb.com/title/tt0210567?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sally Field,John Bertolli,Robert D. Yeoman,Destination Films
The Insider,29089912,60289912,90000000.0,157.0,Biography,R,https://pro.imdb.com/title/tt0140352?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Mann,Pieter Jan Brugge,Dante Spinotti,Walt Disney Studios Motion Pictures
The Bone Collector,66518655,151493655,73000000.0,118.0,Crime,R,https://pro.imdb.com/title/tt0145681?ref_=mojo_rl_summary&rf=mojo_rl_summary,Phillip Noyce,Martin Bregman,Dean Semler,Universal Pictures
Quills,7065332,17989227,,124.0,Biography,R,https://pro.imdb.com/title/tt0180073?ref_=mojo_rl_summary&rf=mojo_rl_summary,Philip Kaufman,Julia Chasman,Rogier Stoffers,Fox Searchlight Pictures
Isn't She Great,2962465,3003296,44000000.0,95.0,Biography,R,https://pro.imdb.com/title/tt0141399?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Bergman,Mike Lobell,Karl Walter Lindenlaub,Universal Pictures
Up at the Villa,2933161,3740113,,115.0,Drama,PG-13,https://pro.imdb.com/title/tt0153464?ref_=mojo_rl_summary&rf=mojo_rl_summary,Philip Haas,Geoff Stier,Maurizio Calvesi,USA Films
Requiem for a Dream,3635482,7390108,,102.0,Drama,R,https://pro.imdb.com/title/tt0180093?ref_=mojo_rl_summary&rf=mojo_rl_summary,Darren Aronofsky,Eric Watson,Matthew Libatique,Artisan Entertainment
Alien Adventure,8959784,24074680,,,Adventure,,https://pro.imdb.com/title/tt0238829?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ben Stassen,Charlotte Huggins,Ben Stassen,
Double Jeopardy,116741558,177841558,70000000.0,105.0,Crime,R,https://pro.imdb.com/title/tt0150377?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bruce Beresford,Leonard Goldberg,Peter James,Paramount Pictures
Harry Potter and the Sorcerer's Stone,317575550,974755371,125000000.0,152.0,Adventure,PG,https://pro.imdb.com/title/tt0241527?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Columbus,David Heyman,John Seale,Warner Bros.
Shrek,267665011,484409218,60000000.0,90.0,Adventure,PG,https://pro.imdb.com/title/tt0126029?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Adamson,Jeffrey Katzenberg,,DreamWorks Distribution
"Monsters, Inc.",255873250,528773250,115000000.0,92.0,Adventure,G,https://pro.imdb.com/title/tt0198781?ref_=mojo_rl_summary&rf=mojo_rl_summary,Pete Docter,Darla K. Anderson,,Walt Disney Studios Motion Pictures
Rush Hour 2,226164286,347325802,90000000.0,90.0,Action,PG-13,https://pro.imdb.com/title/tt0266915?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brett Ratner,Roger Birnbaum,Matthew F. Leonetti,New Line Cinema
The Mummy Returns,202019785,433013274,98000000.0,130.0,Action,PG-13,https://pro.imdb.com/title/tt0209163?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Sommers,Sean Daniel,Adrian Biddle,Universal Pictures
Pearl Harbor,198542554,449220945,140000000.0,183.0,Action,PG-13,https://pro.imdb.com/title/tt0213149?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Bay,Michael Bay,John Schwartzman,Walt Disney Studios Motion Pictures
Jurassic Park III,181171875,368780809,93000000.0,92.0,Action,PG-13,https://pro.imdb.com/title/tt0163025?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joe Johnston,Larry Franco,Shelly Johnson,Universal Pictures
Planet of the Apes,180011740,362211740,100000000.0,119.0,Action,PG-13,https://pro.imdb.com/title/tt0133152?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tim Burton,Richard D. Zanuck,Philippe Rousselot,Twentieth Century Fox
Hannibal,165092268,351692268,87000000.0,131.0,Crime,R,https://pro.imdb.com/title/tt0212985?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ridley Scott,Dino De Laurentiis,John Mathieson,Metro-Goldwyn-Mayer (MGM)
The Lord of the Rings: The Fellowship of the Ring,313364114,880839846,93000000.0,178.0,Action,PG-13,https://pro.imdb.com/title/tt0120737?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter Jackson,Peter Jackson,Andrew Lesnie,New Line Cinema
American Pie 2,145103595,287553595,30000000.0,108.0,Comedy,R,https://pro.imdb.com/title/tt0252866?ref_=mojo_rl_summary&rf=mojo_rl_summary,J.B. Rogers,Chris Moore,Mark Irwin,Universal Pictures
The Fast and the Furious,144533925,207283925,38000000.0,106.0,Action,PG-13,https://pro.imdb.com/title/tt0232500?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob Cohen,Neal H. Moritz,Ericson Core,Universal Pictures
Ocean's Eleven,183417150,450717150,85000000.0,116.0,Crime,PG-13,https://pro.imdb.com/title/tt0240772?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Soderbergh,Jerry Weintraub,Steven Soderbergh,Warner Bros.
Lara Croft: Tomb Raider,131168070,274703340,115000000.0,100.0,Action,PG-13,https://pro.imdb.com/title/tt0146316?ref_=mojo_rl_summary&rf=mojo_rl_summary,Simon West,Lawrence Gordon,Peter Menzies Jr.,Paramount Pictures
Traffic,124115725,207515725,,147.0,Crime,R,https://pro.imdb.com/title/tt0181865?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Soderbergh,Laura Bickford,Steven Soderbergh,USA Films
Dr. Dolittle 2,112952899,176104344,70000000.0,87.0,Comedy,PG,https://pro.imdb.com/title/tt0240462?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Carr,John Davis,Daryn Okada,Twentieth Century Fox
Spy Kids,112719001,147934180,35000000.0,88.0,Action,PG,https://pro.imdb.com/title/tt0227538?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert Rodriguez,Elizabeth Avellan,Guillermo Navarro,Miramax
The Princess Diaries,108248956,165335153,26000000.0,111.0,Comedy,G,https://pro.imdb.com/title/tt0247638?ref_=mojo_rl_summary&rf=mojo_rl_summary,Garry Marshall,Debra Martin Chase,Karl Walter Lindenlaub,Walt Disney Studios Motion Pictures
The Others,96522687,209947037,17000000.0,101.0,Horror,PG-13,https://pro.imdb.com/title/tt0230600?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alejandro Amenábar,Fernando Bovaira,Javier Aguirresarobe,Miramax
Legally Blonde,96520674,141774679,18000000.0,96.0,Comedy,,https://pro.imdb.com/title/tt0250494?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert Luketic,Ric Kidney,Anthony B. Richmond,Metro-Goldwyn-Mayer (MGM)
America's Sweethearts,93607673,138307673,46000000.0,102.0,Comedy,PG-13,https://pro.imdb.com/title/tt0265029?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joe Roth,Susan Arnold,Phedon Papamichael,Revolution Studios
Cats & Dogs,93385515,200687492,60000000.0,87.0,Action,PG,https://pro.imdb.com/title/tt0239395?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lawrence Guterman,Christopher DeFaria,Julio Macat,Warner Bros.
Save the Last Dance,91057006,131706809,,112.0,Drama,PG-13,https://pro.imdb.com/title/tt0206275?ref_=mojo_rl_summary&rf=mojo_rl_summary,Thomas Carter,Robert W. Cort,Robbie Greenberg,Paramount Pictures
Atlantis: The Lost Empire,84056472,186053725,120000000.0,95.0,Action,PG,https://pro.imdb.com/title/tt0230011?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary Trousdale,Don Hahn,,Walt Disney Studios Motion Pictures
A.I. Artificial Intelligence,78616689,235926552,100000000.0,146.0,Drama,PG-13,https://pro.imdb.com/title/tt0212720?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Spielberg,Bonnie Curtis,Janusz Kaminski,Warner Bros.
Training Day,76631907,104876233,,122.0,Crime,R,https://pro.imdb.com/title/tt0139654?ref_=mojo_rl_summary&rf=mojo_rl_summary,Antoine Fuqua,Robert F. Newmyer,Mauro Fiore,Warner Bros.
Along Came a Spider,74078174,105178561,60000000.0,104.0,Drama,R,https://pro.imdb.com/title/tt0164334?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lee Tamahori,David Brown,Matthew F. Leonetti,Paramount Pictures
Bridget Jones's Diary,71543427,281929795,25000000.0,97.0,Comedy,R,https://pro.imdb.com/title/tt0243155?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sharon Maguire,Tim Bevan,Stuart Dryburgh,Miramax
Scary Movie 2,71308997,141220678,45000000.0,83.0,Comedy,R,https://pro.imdb.com/title/tt0257106?ref_=mojo_rl_summary&rf=mojo_rl_summary,Keenen Ivory Wayans,Eric L. Gold,Steven Bernstein,Miramax
The Score,71107711,114252154,68000000.0,124.0,Action,R,https://pro.imdb.com/title/tt0227445?ref_=mojo_rl_summary&rf=mojo_rl_summary,Frank Oz,Gary Foster,Rob Hahn,Paramount Pictures
Swordfish,69772969,147080413,102000000.0,99.0,Action,R,https://pro.imdb.com/title/tt0244244?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dominic Sena,Jonathan D. Krane,Paul Cameron,Warner Bros.
Vanilla Sky,100618344,203388341,68000000.0,136.0,Fantasy,R,https://pro.imdb.com/title/tt0259711?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cameron Crowe,Cameron Crowe,John Toll,Paramount Pictures
Shallow Hal,70839203,141069860,40000000.0,114.0,Comedy,PG-13,https://pro.imdb.com/title/tt0256380?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bobby Farrelly,Bobby Farrelly,Russell Carpenter,Twentieth Century Fox
The Mexican,66845033,147845033,57000000.0,123.0,Adventure,R,https://pro.imdb.com/title/tt0236493?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gore Verbinski,John Baldecchi,Dariusz Wolski,DreamWorks Distribution
Down to Earth,64186502,71186502,49000000.0,87.0,Comedy,PG-13,https://pro.imdb.com/title/tt0231775?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Weitz,Sean Daniel,Richard Crudo,Paramount Pictures
Spy Game,62362560,143049560,115000000.0,126.0,Action,R,https://pro.imdb.com/title/tt0266987?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tony Scott,Marc Abraham,Dan Mindel,Universal Pictures
The Wedding Planner,60400856,94728529,35000000.0,103.0,Comedy,PG-13,https://pro.imdb.com/title/tt0209475?ref_=mojo_rl_summary&rf=mojo_rl_summary,Adam Shankman,Peter Abrams,Julio Macat,Sony Pictures Entertainment (SPE)
The Animal,57743062,84772742,47000000.0,84.0,Comedy,PG-13,https://pro.imdb.com/title/tt0255798?ref_=mojo_rl_summary&rf=mojo_rl_summary,Luke Greenfield,Barry Bernardi,Peter Lyons Collister,Revolution Studios
Moulin Rouge!,57386607,179213434,50000000.0,127.0,Drama,PG-13,https://pro.imdb.com/title/tt0203009?ref_=mojo_rl_summary&rf=mojo_rl_summary,Baz Luhrmann,Fred Baron,Donald McAlpine,Twentieth Century Fox
Rat Race,56618055,85498534,,112.0,Action,PG-13,https://pro.imdb.com/title/tt0250687?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jerry Zucker,Sean Daniel,Thomas E. Ackerman,Paramount Pictures
A Knight's Tale,56569702,117487473,65000000.0,132.0,Action,PG-13,https://pro.imdb.com/title/tt0183790?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brian Helgeland,Todd Black,Richard Greatrex,Sony Pictures Entertainment (SPE)
Don't Say a Word,55001642,100020092,50000000.0,113.0,Drama,R,https://pro.imdb.com/title/tt0260866?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary Fleder,Anne Kopelson,Amir Mokri,Twentieth Century Fox
Blow,52990775,83282296,53000000.0,124.0,Biography,R,https://pro.imdb.com/title/tt0221027?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ted Demme,Ted Demme,Ellen Kuras,New Line Cinema
